Datetime,Temperature,Humidity,WindSpeed
3/8/2017 8:50,12.16,77,0.079
3/8/2017 9:00,12.41,75.7,0.075
3/8/2017 9:10,12.84,75.6,0.077
3/8/2017 9:20,13.43,74.1,0.074
3/8/2017 9:30,13.72,72,0.075
3/8/2017 9:40,14.14,71,0.073
3/8/2017 9:50,14.41,70.1,0.075
3/8/2017 10:00,14.68,69.39,0.076
3/8/2017 10:10,14.95,69.33,0.076
3/8/2017 10:20,14.91,68.49,0.076
3/8/2017 10:30,14.86,68.62,0.074
3/8/2017 10:40,15.02,68.72,0.077
3/8/2017 10:50,15.05,67.59,0.075
3/8/2017 11:00,15.2,66.72,0.076
3/8/2017 11:10,15.47,66.66,0.074
3/8/2017 11:20,15.52,65.49,0.075
3/8/2017 11:30,15.56,65.82,0.071
3/8/2017 11:40,15.72,65.49,0.075
3/8/2017 11:50,15.69,66.19,0.076
3/8/2017 12:00,15.69,65.59,0.932
3/8/2017 12:10,15.72,66.12,3.627
3/8/2017 12:20,15.77,66.29,0.075
3/8/2017 12:30,15.93,65.59,0.076
3/8/2017 12:40,15.74,66.25,0.075
3/8/2017 12:50,15.87,66.29,0.074
3/8/2017 13:00,15.62,66.99,0.073
3/8/2017 13:10,15.72,67.29,0.075
3/8/2017 13:20,15.75,68.56,0.075
3/8/2017 13:30,15.74,68.09,0.077
3/8/2017 13:40,15.45,69.06,0.072
3/8/2017 13:50,15.38,68.86,0.075
3/8/2017 14:00,15.29,68.72,0.071
3/8/2017 14:10,15.34,68.66,0.073
3/8/2017 14:20,15.38,68.06,0.077
3/8/2017 14:30,15.41,67.09,0.071
3/8/2017 14:40,15.46,66.92,0.074
3/8/2017 14:50,15.56,66.86,0.074
3/8/2017 15:00,15.4,67.76,0.077
3/8/2017 15:10,15.46,67.09,0.076
3/8/2017 15:20,15.31,67.42,0.074
3/8/2017 15:30,15.17,68.02,0.075
3/8/2017 15:40,15.15,68.09,0.073
3/8/2017 15:50,15.25,67.56,0.071
3/8/2017 16:00,15.18,67.42,0.074
3/8/2017 16:10,15.09,68.32,0.074
3/8/2017 16:20,15.15,68.29,0.075
3/8/2017 16:30,15.17,68.16,0.075
3/8/2017 16:40,15.21,68.16,0.073
3/8/2017 16:50,15.19,68.79,0.072
3/8/2017 17:00,15.21,69.36,0.074
3/8/2017 17:10,15.07,69.16,0.07
3/8/2017 17:20,15.01,68.69,0.071
3/8/2017 17:30,15.08,68.66,0.073
3/8/2017 17:40,15.04,69.36,0.073
3/8/2017 17:50,15.08,70,0.074
3/8/2017 18:00,15.01,70.5,0.074
3/8/2017 18:10,15,70.6,0.072
3/8/2017 18:20,14.98,71.4,0.073
3/8/2017 18:30,14.92,71.8,0.074
3/8/2017 18:40,14.91,71.7,0.075
3/8/2017 18:50,14.76,72.6,0.072
3/8/2017 19:00,14.54,73.4,0.074
3/8/2017 19:10,14.36,74.2,0.074
3/8/2017 19:20,14.25,74.5,0.071
3/8/2017 19:30,14.18,74.8,0.073
3/8/2017 19:40,14.13,75,0.075
3/8/2017 19:50,14.01,75.6,0.075
3/8/2017 20:00,13.62,77,0.073
3/8/2017 20:10,13.05,78,0.075
3/8/2017 20:20,12.63,79.3,0.075
3/8/2017 20:30,12.46,81,0.074
3/8/2017 20:40,12.08,81.2,0.073
3/8/2017 20:50,11.98,82,0.072
3/8/2017 21:00,12.02,82.4,0.077
3/8/2017 21:10,11.82,82.9,0.077
3/8/2017 21:20,11.72,83.4,0.074
3/8/2017 21:30,11.56,83.8,0.069
3/8/2017 21:40,11.44,84.1,0.075
3/8/2017 21:50,11.5,84.4,0.079
3/8/2017 22:00,11.61,84.8,0.074
3/8/2017 22:10,11.56,84.7,0.073
3/8/2017 22:20,11.38,84.9,0.074
3/8/2017 22:30,11.31,85.2,0.072
3/8/2017 22:40,11.22,85.6,0.072
3/8/2017 22:50,11.21,85.7,0.073
3/8/2017 23:00,11.29,85.9,0.069
3/8/2017 23:10,11.18,85.8,0.071
3/8/2017 23:20,11.26,86.2,0.073
3/8/2017 23:30,11.36,86.1,0.082
3/8/2017 23:40,11.4,85.8,0.069
3/8/2017 23:50,11.35,85.8,0.076
3/9/2017 0:00,11.38,86,0.075
3/9/2017 0:10,11.48,85.9,0.075
3/9/2017 0:20,11.46,86,0.075
3/9/2017 0:30,11.57,86.3,0.079
3/9/2017 0:40,11.65,86,0.076
3/9/2017 0:50,11.67,86,0.076
3/9/2017 1:00,11.51,85.9,0.072
3/9/2017 1:10,11.57,86,0.08
3/9/2017 1:20,11.72,86.3,0.082
3/9/2017 1:30,12.05,86.4,0.077
3/9/2017 1:40,12.09,85.7,0.078
3/9/2017 1:50,12.03,85.9,0.075
3/9/2017 2:00,12.14,85.8,0.076
3/9/2017 2:10,12.19,85.8,0.073
3/9/2017 2:20,12.26,85.5,0.075
3/9/2017 2:30,12.28,85.5,0.073
3/9/2017 2:40,12.28,85.3,0.077
3/9/2017 2:50,12.29,85.2,0.073
3/9/2017 3:00,12.34,85.3,0.076
3/9/2017 3:10,12.35,85.1,0.078
3/9/2017 3:20,12.37,85,0.077
3/9/2017 3:30,12.39,84.9,0.078
3/9/2017 3:40,12.44,84.8,0.077
3/9/2017 3:50,12.44,84.7,0.078
3/9/2017 4:00,12.41,84.4,0.077
3/9/2017 4:10,12.41,84.4,0.081
3/9/2017 4:20,12.46,84.3,0.082
3/9/2017 4:30,12.4,84.2,0.081
3/9/2017 4:40,12.32,84.2,0.082
3/9/2017 4:50,12.22,84.2,0.081
3/9/2017 5:00,12.15,84.4,0.08
3/9/2017 5:10,12.2,84.5,0.082
3/9/2017 5:20,12.16,84.6,0.081
3/9/2017 5:30,12.14,84.6,0.078
3/9/2017 5:40,12.15,84.8,0.078
3/9/2017 5:50,12.13,84.6,0.078
3/9/2017 6:00,12.06,84.8,0.081
3/9/2017 6:10,12.1,84.9,0.078
3/9/2017 6:20,12.16,84.8,0.08
3/9/2017 6:30,12.19,84.8,0.081
3/9/2017 6:40,12.16,85.1,0.078
3/9/2017 6:50,12.1,85.1,0.078
3/9/2017 7:00,12.09,85.2,0.078
3/9/2017 7:10,12.08,85.3,0.08
3/9/2017 7:20,12.04,85.3,0.081
3/9/2017 7:30,11.99,85.5,0.076
3/9/2017 7:40,12.01,85.6,0.077
3/9/2017 7:50,11.96,85.6,0.074
3/9/2017 8:00,11.95,85.8,0.076
3/9/2017 8:10,11.98,85.8,0.081
3/9/2017 8:20,12.07,85.9,0.083
3/9/2017 8:30,12.06,86,0.082
3/9/2017 8:40,12.08,86,0.088
3/9/2017 8:50,12.16,86,0.086
3/9/2017 9:00,12.18,86,0.089
3/9/2017 9:10,12.17,86,0.082
3/9/2017 9:20,12.21,85.9,0.085
3/9/2017 9:30,12.24,85.8,0.078
3/9/2017 9:40,12.39,85.7,0.076
3/9/2017 9:50,12.46,85.5,0.076
3/9/2017 10:00,12.48,85.5,0.078
3/9/2017 10:10,12.56,85.3,0.078
3/9/2017 10:20,12.63,85.3,0.078
3/9/2017 10:30,12.82,84.9,0.075
3/9/2017 10:40,12.92,84.7,0.078
3/9/2017 10:50,13,84.3,0.078
3/9/2017 11:00,13.08,83.6,0.075
3/9/2017 11:10,13.25,83.4,0.078
3/9/2017 11:20,13.42,82.7,0.076
3/9/2017 11:30,13.44,81.5,0.076
3/9/2017 11:40,13.62,80.2,0.076
3/9/2017 11:50,13.94,79,0.073
3/9/2017 12:00,14.12,78.4,0.076
3/9/2017 12:10,14.19,77.5,0.074
3/9/2017 12:20,14.4,77.4,0.074
3/9/2017 12:30,14.52,76.4,0.071
3/9/2017 12:40,14.63,75.7,0.075
3/9/2017 12:50,14.87,75.6,0.074
3/9/2017 13:00,15.05,75.6,0.073
3/9/2017 13:10,15.15,74.9,0.073
3/9/2017 13:20,14.93,74.8,0.072
3/9/2017 13:30,14.89,75.1,0.073
3/9/2017 13:40,15.04,74.9,0.07
3/9/2017 13:50,14.95,75.2,0.07
3/9/2017 14:00,14.91,75.4,0.075
3/9/2017 14:10,14.82,75.5,0.074
3/9/2017 14:20,14.93,75.4,0.072
3/9/2017 14:30,14.99,74.7,0.069
3/9/2017 14:40,15.01,75.2,0.073
3/9/2017 14:50,15.08,74.6,0.071
3/9/2017 15:00,15.04,74.7,0.072
3/9/2017 15:10,15.13,74.4,0.069
3/9/2017 15:20,15.23,74.1,0.073
3/9/2017 15:30,15.16,74,0.073
3/9/2017 15:40,15.13,74.3,0.073
3/9/2017 15:50,15.12,74.5,0.068
3/9/2017 16:00,15.23,74.5,0.073
3/9/2017 16:10,15.26,74.3,0.074
3/9/2017 16:20,15.2,74.1,0.076
3/9/2017 16:30,15.2,74.3,0.075
3/9/2017 16:40,15.04,75.1,0.071
3/9/2017 16:50,15.17,75.4,0.072
3/9/2017 17:00,15.32,74.7,0.069
3/9/2017 17:10,15.42,74.7,0.071
3/9/2017 17:20,15.52,74.5,0.074
3/9/2017 17:30,15.39,74.3,0.074
3/9/2017 17:40,15.36,74.5,0.07
3/9/2017 17:50,15.36,74.6,0.068
3/9/2017 18:00,15.25,74.7,0.07
3/9/2017 18:10,15.1,75.1,0.072
3/9/2017 18:20,14.98,75.5,0.076
3/9/2017 18:30,14.82,76.2,0.072
3/9/2017 18:40,14.74,76.7,0.07
3/9/2017 18:50,14.64,77.1,0.074
3/9/2017 19:00,14.46,77.6,0.075
3/9/2017 19:10,14.27,78.2,0.07
3/9/2017 19:20,14.18,78.8,0.071
3/9/2017 19:30,14.01,79.5,0.072
3/9/2017 19:40,13.87,80,0.071
3/9/2017 19:50,13.58,80.6,0.073
3/9/2017 20:00,13.12,81.4,0.073
3/9/2017 20:10,12.81,82.2,0.074
3/9/2017 20:20,12.47,82.8,0.073
3/9/2017 20:30,12.11,83.9,0.075
3/9/2017 20:40,11.98,84.3,0.075
3/9/2017 20:50,11.76,85,0.074
3/9/2017 21:00,11.65,85.1,0.073
3/9/2017 21:10,11.35,85.7,0.07
3/9/2017 21:20,11.25,86.1,0.075
3/9/2017 21:30,11.09,86.4,0.078
3/9/2017 21:40,10.96,86.9,0.075
3/9/2017 21:50,10.92,87,0.07
3/9/2017 22:00,10.71,87.3,0.072
3/9/2017 22:10,10.7,88.4,0.073
3/9/2017 22:20,10.86,88.4,0.073
3/9/2017 22:30,10.75,88.4,0.076
3/9/2017 22:40,10.68,89.2,0.078
3/9/2017 22:50,10.44,88.7,0.076
3/9/2017 23:00,10.34,88.8,0.077
3/9/2017 23:10,10.31,89,0.071
3/9/2017 23:20,10.26,89.1,0.073
3/9/2017 23:30,10.42,89.5,0.074
3/9/2017 23:40,10.47,89.6,0.075
3/9/2017 23:50,10.62,89.6,0.073
3/10/2017 0:00,10.66,89.8,0.076
3/10/2017 0:10,10.72,89.8,0.072
3/10/2017 0:20,10.54,89.7,0.071
3/10/2017 0:30,10.62,90.2,0.08
3/10/2017 0:40,10.85,90.2,0.081
3/10/2017 0:50,10.95,90.1,0.076
3/10/2017 1:00,10.77,90.5,0.078
3/10/2017 1:10,11.01,90.7,0.075
3/10/2017 1:20,11.27,90.8,0.076
3/10/2017 1:30,11.42,90.6,0.08
3/10/2017 1:40,11.72,90.7,0.079
3/10/2017 1:50,11.61,90.4,0.082
3/10/2017 2:00,11.63,90.7,0.079
3/10/2017 2:10,11.68,90.6,0.078
3/10/2017 2:20,11.68,90.5,0.076
3/10/2017 2:30,11.71,90.8,0.074
3/10/2017 2:40,11.82,90.8,0.077
3/10/2017 2:50,11.86,90.9,0.079
3/10/2017 3:00,11.88,90.9,0.08
3/10/2017 3:10,11.88,90.9,0.081
3/10/2017 3:20,11.85,90.9,0.079
3/10/2017 3:30,11.88,91,0.078
3/10/2017 3:40,11.87,90.9,0.079
3/10/2017 3:50,11.9,90.9,0.079
3/10/2017 4:00,11.86,90.8,0.079
3/10/2017 4:10,11.87,90.9,0.08
3/10/2017 4:20,11.94,90.9,0.08
3/10/2017 4:30,11.97,90.7,0.081
3/10/2017 4:40,11.99,90.6,0.08
3/10/2017 4:50,11.99,90.6,0.082
3/10/2017 5:00,11.97,90.5,0.082
3/10/2017 5:10,11.95,90.5,0.083
3/10/2017 5:20,12.03,90.4,0.084
3/10/2017 5:30,12.02,90.2,0.077
3/10/2017 5:40,12.08,90.3,0.082
3/10/2017 5:50,12.08,90.2,0.08
3/10/2017 6:00,12.09,90.1,0.084
3/10/2017 6:10,12.11,90.1,0.082
3/10/2017 6:20,12.1,90,0.084
3/10/2017 6:30,12.07,89.8,0.08
3/10/2017 6:40,12.09,89.8,0.083
3/10/2017 6:50,12.11,89.7,0.082
3/10/2017 7:00,12.07,89.5,0.087
3/10/2017 7:10,12.03,89.5,0.078
3/10/2017 7:20,12.02,89.4,0.076
3/10/2017 7:30,11.97,89.2,0.076
3/10/2017 7:40,11.95,89,0.077
3/10/2017 7:50,11.99,89.1,0.076
3/10/2017 8:00,12.03,88.9,0.079
3/10/2017 8:10,12.04,88.8,0.081
3/10/2017 8:20,11.47,88.2,0.089
3/10/2017 8:30,11.03,88.3,0.087
3/10/2017 8:40,10.91,88.4,0.089
3/10/2017 8:50,10.91,88.4,0.088
3/10/2017 9:00,10.88,88.3,0.089
3/10/2017 9:10,10.91,88.4,0.088
3/10/2017 9:20,11.05,88.5,0.09
3/10/2017 9:30,11.12,88.3,0.088
3/10/2017 9:40,11.18,88.3,0.091
3/10/2017 9:50,11.28,88.2,0.091
3/10/2017 10:00,11.46,88.3,0.088
3/10/2017 10:10,11.61,88.3,0.087
3/10/2017 10:20,11.97,88.3,0.09
3/10/2017 10:30,12.04,88.3,0.085
3/10/2017 10:40,12.83,89.2,0.083
3/10/2017 10:50,13.13,88.1,0.092
3/10/2017 11:00,13.06,86.6,0.091
3/10/2017 11:10,13.34,86.3,0.089
3/10/2017 11:20,13.58,85.7,0.087
3/10/2017 11:30,14.16,85.5,0.092
3/10/2017 11:40,14.54,84.4,0.094
3/10/2017 11:50,15.04,82.6,0.088
3/10/2017 12:00,15.81,77.7,0.082
3/10/2017 12:10,16.76,72.9,0.082
3/10/2017 12:20,17.2,66.56,0.082
3/10/2017 12:30,17.79,63.89,0.078
3/10/2017 12:40,18.14,61.98,0.08
3/10/2017 12:50,18.56,60.65,0.081
3/10/2017 13:00,18.84,58.61,0.08
3/10/2017 13:10,18.97,55.81,0.079
3/10/2017 13:20,19.58,51.8,0.079
3/10/2017 13:30,20.07,48.06,0.078
3/10/2017 13:40,20.25,48.03,0.079
3/10/2017 13:50,20.33,48.77,0.076
3/10/2017 14:00,20.64,47.3,0.079
3/10/2017 14:10,20.8,46.09,0.077
3/10/2017 14:20,20.92,44.89,0.076
3/10/2017 14:30,21.02,44.49,0.077
3/10/2017 14:40,21.21,45.33,0.074
3/10/2017 14:50,21.3,44.63,0.077
3/10/2017 15:00,21.52,44.56,0.078
3/10/2017 15:10,21.56,43.83,0.076
3/10/2017 15:20,21.57,41.82,0.076
3/10/2017 15:30,21.61,39.75,0.078
3/10/2017 15:40,21.65,43.02,0.076
3/10/2017 15:50,21.62,43.19,0.075
3/10/2017 16:00,21.62,39.19,0.073
3/10/2017 16:10,21.69,39.52,0.075
3/10/2017 16:20,21.65,40.19,0.073
3/10/2017 16:30,21.45,42.79,0.075
3/10/2017 16:40,21.15,44.73,0.075
3/10/2017 16:50,21.02,44.63,0.074
3/10/2017 17:00,20.88,46.09,0.075
3/10/2017 17:10,20.81,46.9,0.077
3/10/2017 17:20,20.56,48.33,0.075
3/10/2017 17:30,20.59,48.7,0.077
3/10/2017 17:40,20.26,50.5,0.078
3/10/2017 17:50,20.19,51,0.076
3/10/2017 18:00,20.07,51.03,0.077
3/10/2017 18:10,20.02,51.1,0.077
3/10/2017 18:20,19.92,51.97,0.079
3/10/2017 18:30,19.71,54.27,0.075
3/10/2017 18:40,19.43,56.61,0.072
3/10/2017 18:50,19.01,57.68,0.066
3/10/2017 19:00,18.96,57.71,0.069
3/10/2017 19:10,18.72,57.28,0.072
3/10/2017 19:20,18.43,56.54,0.074
3/10/2017 19:30,17.88,56.94,0.075
3/10/2017 19:40,17.61,56.28,0.074
3/10/2017 19:50,17.54,56.38,0.078
3/10/2017 20:00,17.31,58.11,0.085
3/10/2017 20:10,17.3,58.61,0.081
3/10/2017 20:20,16.47,61.62,0.084
3/10/2017 20:30,17.02,61.58,0.086
3/10/2017 20:40,17.69,58.27,0.085
3/10/2017 20:50,17.97,54.17,0.084
3/10/2017 21:00,17.87,52,0.088
3/10/2017 21:10,17.67,52.67,0.085
3/10/2017 21:20,17.39,54.24,0.085
3/10/2017 21:30,16.81,56.67,0.082
3/10/2017 21:40,16.15,59.44,0.082
3/10/2017 21:50,15.95,59.44,0.08
3/10/2017 22:00,15.95,60.58,0.085
3/10/2017 22:10,15.87,62.25,0.083
3/10/2017 22:20,15.59,63.95,0.084
3/10/2017 22:30,15.41,64.92,0.083
3/10/2017 22:40,15.35,66.38,0.084
3/10/2017 22:50,15.28,66.12,0.082
3/10/2017 23:00,14.87,67.02,0.085
3/10/2017 23:10,14.65,67.96,0.081
3/10/2017 23:20,14.42,68.66,0.081
3/10/2017 23:30,14.14,69.99,0.084
3/10/2017 23:40,13.79,71.3,0.08
3/10/2017 23:50,13.77,71.7,0.081
3/11/2017 0:00,13.79,71.4,0.082
3/11/2017 0:10,13.55,71.4,0.082
3/11/2017 0:20,13.37,72.7,0.083
3/11/2017 0:30,13.05,73.1,0.08
3/11/2017 0:40,13.03,72.9,0.082
3/11/2017 0:50,13,72,0.083
3/11/2017 1:00,12.75,72,0.081
3/11/2017 1:10,12.74,71.9,0.082
3/11/2017 1:20,12.82,72,0.082
3/11/2017 1:30,12.62,71.9,0.082
3/11/2017 1:40,12.59,72.4,0.083
3/11/2017 1:50,12.45,73.5,0.079
3/11/2017 2:00,12.36,73.7,1.966
3/11/2017 2:10,12.15,73.7,4.924
3/11/2017 2:20,12.07,73.4,4.921
3/11/2017 2:30,11.73,73.3,4.919
3/11/2017 2:40,11.98,72.7,4.916
3/11/2017 2:50,12.61,71.1,4.923
3/11/2017 3:00,12.95,69.46,4.921
3/11/2017 3:10,12.89,69.39,4.921
3/11/2017 3:20,12.51,70.9,4.919
3/11/2017 3:30,12.54,71.3,4.918
3/11/2017 3:40,13.07,69.63,4.923
3/11/2017 3:50,12.24,69.46,4.921
3/11/2017 4:00,11.6,72,4.917
3/11/2017 4:10,11.61,73.7,4.92
3/11/2017 4:20,11.64,72.7,4.923
3/11/2017 4:30,11.51,72.6,4.921
3/11/2017 4:40,11.18,74.2,4.922
3/11/2017 4:50,10.98,75.8,4.919
3/11/2017 5:00,11.19,75.7,4.921
3/11/2017 5:10,11.38,74.8,4.922
3/11/2017 5:20,11.55,73.9,4.921
3/11/2017 5:30,11.33,73.6,4.921
3/11/2017 5:40,11.44,73.5,4.923
3/11/2017 5:50,11.85,72.6,4.923
3/11/2017 6:00,12.1,70.7,4.92
3/11/2017 6:10,12.02,70.9,4.916
3/11/2017 6:20,11.9,71.9,4.921
3/11/2017 6:30,11.78,72.1,4.919
3/11/2017 6:40,11.59,72.3,4.918
3/11/2017 6:50,11.25,72.1,4.919
3/11/2017 7:00,11.44,72.2,4.926
3/11/2017 7:10,11.29,71.3,4.924
3/11/2017 7:20,10.75,74.1,4.923
3/11/2017 7:30,10.62,75.8,4.919
3/11/2017 7:40,10.56,77,4.918
3/11/2017 7:50,10.37,77.7,4.917
3/11/2017 8:00,10.24,78.1,4.922
3/11/2017 8:10,10.18,78.3,4.919
3/11/2017 8:20,10.16,78.4,4.92
3/11/2017 8:30,10.3,78.4,4.921
3/11/2017 8:40,10.5,78,4.919
3/11/2017 8:50,10.65,77.4,4.919
3/11/2017 9:00,10.79,77,4.917
3/11/2017 9:10,11.41,76.5,4.918
3/11/2017 9:20,11.98,74.6,4.921
3/11/2017 9:30,12.48,73.4,4.918
3/11/2017 9:40,13.12,70.9,4.921
3/11/2017 9:50,14.17,68.69,4.921
3/11/2017 10:00,14.98,65.59,4.919
3/11/2017 10:10,15.65,62.82,4.917
3/11/2017 10:20,16.48,61.58,4.923
3/11/2017 10:30,17.12,58.51,4.924
3/11/2017 10:40,17.4,59.75,4.923
3/11/2017 10:50,17.3,63.35,4.923
3/11/2017 11:00,17.55,63.72,4.918
3/11/2017 11:10,17.76,62.92,4.919
3/11/2017 11:20,18.01,61.65,4.924
3/11/2017 11:30,18.15,60.15,4.926
3/11/2017 11:40,18.62,59.85,4.924
3/11/2017 11:50,19.15,59.71,4.923
3/11/2017 12:00,19.66,59.31,4.919
3/11/2017 12:10,20.25,58.58,4.92
3/11/2017 12:20,20.77,56.24,4.919
3/11/2017 12:30,20.72,50.73,4.916
3/11/2017 12:40,20.32,47.56,4.922
3/11/2017 12:50,20.42,47.13,4.923
3/11/2017 13:00,20.52,48.83,4.919
3/11/2017 13:10,20.53,48.66,4.923
3/11/2017 13:20,20.57,49.77,4.92
3/11/2017 13:30,20.51,51.44,4.918
3/11/2017 13:40,20.68,51.7,4.921
3/11/2017 13:50,20.89,48.66,4.922
3/11/2017 14:00,21.02,46.56,4.92
3/11/2017 14:10,21.14,46.3,4.918
3/11/2017 14:20,21.22,45.93,4.917
3/11/2017 14:30,21.25,47.03,4.924
3/11/2017 14:40,21.24,47.5,4.924
3/11/2017 14:50,21.39,47.93,4.925
3/11/2017 15:00,21.34,47.86,4.925
3/11/2017 15:10,21.42,45.46,4.919
3/11/2017 15:20,21.45,46.03,4.917
3/11/2017 15:30,21.54,46.13,4.919
3/11/2017 15:40,21.47,47.2,4.919
3/11/2017 15:50,21.18,50.2,4.927
3/11/2017 16:00,21.16,50.5,4.923
3/11/2017 16:10,21.17,52.94,4.924
3/11/2017 16:20,20.79,55.84,4.92
3/11/2017 16:30,20.36,58.28,4.919
3/11/2017 16:40,19.87,58.95,4.921
3/11/2017 16:50,19.55,60.15,4.919
3/11/2017 17:00,19.31,60.58,4.923
3/11/2017 17:10,19.2,61.01,4.923
3/11/2017 17:20,19.05,61.48,4.92
3/11/2017 17:30,18.84,62.18,4.924
3/11/2017 17:40,18.63,62.75,4.922
3/11/2017 17:50,18.51,63.12,4.921
3/11/2017 18:00,18.52,63.21,4.925
3/11/2017 18:10,18.36,63.48,4.92
3/11/2017 18:20,18.14,64.22,4.92
3/11/2017 18:30,17.88,65.05,4.919
3/11/2017 18:40,17.72,65.65,4.918
3/11/2017 18:50,17.52,66.18,4.916
3/11/2017 19:00,17.35,66.82,4.924
3/11/2017 19:10,17.12,67.71,4.924
3/11/2017 19:20,16.88,68.68,4.917
3/11/2017 19:30,16.55,70.2,2.54
3/11/2017 19:40,16.27,71,0.081
3/11/2017 19:50,16.06,71.6,0.082
3/11/2017 20:00,15.79,72.7,0.078
3/11/2017 20:10,15.54,73.5,0.082
3/11/2017 20:20,15.34,74.4,0.084
3/11/2017 20:30,15.17,75.4,0.081
3/11/2017 20:40,14.95,76.5,0.081
3/11/2017 20:50,14.84,77.1,0.082
3/11/2017 21:00,14.72,77.5,0.082
3/11/2017 21:10,14.53,78.4,0.082
3/11/2017 21:20,14.41,79,0.084
3/11/2017 21:30,14.29,79.4,0.081
3/11/2017 21:40,14.26,79.5,0.084
3/11/2017 21:50,14.19,79.4,0.087
3/11/2017 22:00,14.04,80,0.085
3/11/2017 22:10,14.05,80.1,0.082
3/11/2017 22:20,14.04,79.7,0.082
3/11/2017 22:30,13.99,79.9,0.081
3/11/2017 22:40,13.99,79.8,0.085
3/11/2017 22:50,13.85,80.3,0.081
3/11/2017 23:00,13.7,80.8,0.086
3/11/2017 23:10,13.77,81.1,0.082
3/11/2017 23:20,13.86,80.2,0.083
3/11/2017 23:30,13.77,79.9,0.084
3/11/2017 23:40,13.72,80,0.086
3/11/2017 23:50,13.69,80,0.079
3/12/2017 0:00,13.56,80.5,0.085
3/12/2017 0:10,13.41,81,0.086
3/12/2017 0:20,13.31,81.5,0.087
3/12/2017 0:30,13.23,81.6,0.083
3/12/2017 0:40,13.19,81.6,0.087
3/12/2017 0:50,13.07,81.9,0.086
3/12/2017 1:00,13.01,81.8,0.081
3/12/2017 1:10,12.72,82.2,0.088
3/12/2017 1:20,12.68,82.5,0.086
3/12/2017 1:30,12.48,82.3,0.084
3/12/2017 1:40,12.27,82.8,0.087
3/12/2017 1:50,12.02,83,0.084
3/12/2017 2:00,12.14,83.1,0.085
3/12/2017 2:10,12.13,82.6,0.082
3/12/2017 2:20,12.17,82.4,0.086
3/12/2017 2:30,12.28,82,0.089
3/12/2017 2:40,12.43,81.9,0.082
3/12/2017 2:50,12.41,81.6,0.083
3/12/2017 3:00,12.38,81.4,0.083
3/12/2017 3:10,12.23,81.3,0.084
3/12/2017 3:20,12.15,81.6,0.082
3/12/2017 3:30,12.04,81.9,0.083
3/12/2017 3:40,12.12,81.9,0.079
3/12/2017 3:50,12.08,81.8,0.084
3/12/2017 4:00,11.87,81.5,0.087
3/12/2017 4:10,11.93,82,0.082
3/12/2017 4:20,11.96,80.8,0.087
3/12/2017 4:30,11.81,81,0.083
3/12/2017 4:40,11.66,80.8,0.087
3/12/2017 4:50,11.62,80.8,0.086
3/12/2017 5:00,11.57,80.3,0.082
3/12/2017 5:10,11.44,80.3,0.083
3/12/2017 5:20,11.59,80.2,0.083
3/12/2017 5:30,11.53,79,0.087
3/12/2017 5:40,11.53,78.2,0.086
3/12/2017 5:50,11.32,78.4,0.084
3/12/2017 6:00,11.32,78.6,0.083
3/12/2017 6:10,11.51,77.9,0.083
3/12/2017 6:20,11.47,76.9,0.088
3/12/2017 6:30,11.55,76.5,0.087
3/12/2017 6:40,11.82,75.3,0.085
3/12/2017 6:50,11.7,73.8,0.084
3/12/2017 7:00,11.65,74.2,0.083
3/12/2017 7:10,11.83,73.2,0.086
3/12/2017 7:20,11.84,72.3,0.081
3/12/2017 7:30,11.8,71.7,0.082
3/12/2017 7:40,11.81,71.9,0.081
3/12/2017 7:50,11.9,71.4,0.081
3/12/2017 8:00,11.84,71,0.085
3/12/2017 8:10,11.73,71.7,0.086
3/12/2017 8:20,11.72,72.2,0.082
3/12/2017 8:30,11.83,72.2,0.082
3/12/2017 8:40,12.17,71.2,0.084
3/12/2017 8:50,12.3,69.89,0.084
3/12/2017 9:00,12.33,69.69,0.089
3/12/2017 9:10,12.45,68.49,0.089
3/12/2017 9:20,12.6,67.19,0.087
3/12/2017 9:30,12.47,67.99,0.118
3/12/2017 9:40,12.69,67.96,0.117
3/12/2017 9:50,12.9,66.46,0.119
3/12/2017 10:00,13.15,66.42,0.107
3/12/2017 10:10,13.65,64.95,0.116
3/12/2017 10:20,14.36,63.68,0.127
3/12/2017 10:30,15.03,60.81,0.105
3/12/2017 10:40,15.37,58.34,0.082
3/12/2017 10:50,15.61,58.01,0.081
3/12/2017 11:00,15.78,55.37,0.085
3/12/2017 11:10,16.18,55.01,0.085
3/12/2017 11:20,16.21,53.5,0.088
3/12/2017 11:30,16.4,52.14,0.084
3/12/2017 11:40,16.65,51.64,0.086
3/12/2017 11:50,17.06,51.07,0.085
3/12/2017 12:00,17.24,49.5,0.087
3/12/2017 12:10,17.51,49.77,0.084
3/12/2017 12:20,17.84,48.63,0.083
3/12/2017 12:30,18.29,46.23,0.087
3/12/2017 12:40,18.37,44.83,0.087
3/12/2017 12:50,18.48,44.66,0.087
3/12/2017 13:00,18.55,44.26,0.086
3/12/2017 13:10,18.76,42.56,0.089
3/12/2017 13:20,18.99,42.96,0.088
3/12/2017 13:30,19.15,43.12,0.085
3/12/2017 13:40,19.07,42.32,0.088
3/12/2017 13:50,19.14,41.39,0.086
3/12/2017 14:00,19.18,40.89,0.085
3/12/2017 14:10,19.52,41.15,0.086
3/12/2017 14:20,19.34,41.69,0.084
3/12/2017 14:30,19.6,42.46,0.086
3/12/2017 14:40,19.5,41.99,0.09
